k,question_number,question,gold_answer,prediction,f1,retrieved_docs
1,632,when was the last game michael jordan played,Michael Jordan Jordan played in his final NBA game on, Jordan Jordan played his first season in the NBA,0.6666666666666665,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""']"
1,633,where does the esophagus pass through the diaphragm,"Esophageal hiatus In human anatomy, the esophageal hiatus is an",aphragm The esophagus is the largest artery in the digestive,0.26666666666666666,"['Dog communication is about how dogs ""speak"" to each other, how they understand messages that humans send to them, and how humans can translate the ideas that dogs are trying to transmit.:xii These communication behaviors include eye gaze, facial expression, vocalization, body posture (including movements of bodies and limbs) and gustatory communication (scents, pheromones and taste). Humans communicate with dogs by using vocalization, hand signals and body posture.']"
1,634,who was the race car driver who lost both of his legs,"Alex Zanardi In his most competitive race of 2001, the",Racing Car accident The driver who lost both his legs,0.1111111111111111,"[""Chopin's disease and the cause of his death have since been a matter of discussion. His death certificate gave the cause as tuberculosis, and his physician, Jean Cruveilhier, was then the leading French authority on this disease. Other possibilities have been advanced including cystic fibrosis, cirrhosis and alpha 1-antitrypsin deficiency. However, the attribution of tuberculosis as principal cause of death has not been disproved. Permission for DNA testing, which could put the matter to rest, has been denied by the Polish government.""]"
1,635,who is the song long may you run about,"Long May You Run The album's advance single, ""Long May"," Long May You Run About (song) ""Long May",0.6666666666666665,"[""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.""]"
1,636,can you legally own a firearm in the uk,Firearms policy in the United Kingdom Members of the public,Gun laws in the United Kingdom Members of the public,0.75,"['In parliamentary systems, governments are generally required to have the confidence of the lower house of parliament (though a small minority of parliaments, by giving a right to block supply to upper houses, in effect make the cabinet responsible to both houses, though in reality upper houses, even when they have the power, rarely exercise it). Where they lose a vote of confidence, have a motion of no confidence passed against them, or where they lose supply, most constitutional systems require either:']"
1,637,when did the us and uk become allies,"United Kingdom–United States relations Britishâ€“American relations, also referred to as",Allies of the United Kingdom The allies of the,0.2222222222222222,"['Writing in 1998 Kurt Jonassohn and Karin Björnson stated that the CPPCG was a legal instrument resulting from a diplomatic compromise. As such the wording of the treaty is not intended to be a definition suitable as a research tool, and although it is used for this purpose, as it has an international legal credibility that others lack, other definitions have also been postulated. Jonassohn and Björnson go on to say that none of these alternative definitions have gained widespread support for various reasons.']"
1,638,when did the song its tricky come out,"It's Tricky ""It's Tricky"" is the fourth and final single"," It's Friday (song) ""It's Friday"" is a song",0.5,"[""Raised in Chicago, West briefly attended art school before becoming known as a producer for Roc-A-Fella Records in the early 2000s, producing hit singles for artists such as Jay-Z and Alicia Keys. Intent on pursuing a solo career as a rapper, West released his debut album The College Dropout in 2004 to widespread commercial and critical success, and founded record label GOOD Music. He went on to explore a variety of different musical styles on subsequent albums that included the baroque-inflected Late Registration (2005), the arena-inspired Graduation (2007), and the starkly polarizing 808s & Heartbreak (2008). In 2010, he released his critically acclaimed fifth album, the maximalist My Beautiful Dark Twisted Fantasy, and the following year he collaborated with Jay-Z on the joint LP Watch the Throne (2011). West released his abrasive sixth album, Yeezus, to further critical praise in 2013. Following a series of recording delays and work on non-musical projects, West's seventh album, The Life of Pablo, was released in 2016.""]"
1,639,where is virgin islands located on the map,United States Virgin Islands The United States Virgin Islands (USVI;, Virgin Islands Virgin Islands (/ˈvɛnəˌ,0.5333333333333333,"['Portugal (Portuguese: [puɾtuˈɣaɫ]), officially the Portuguese Republic (Portuguese: República Portuguesa), is a country on the Iberian Peninsula, in Southwestern Europe. It is the westernmost country of mainland Europe, being bordered by the Atlantic Ocean to the west and south and by Spain to the north and east. The Portugal–Spain border is 1,214 km (754 mi) long and considered the longest uninterrupted border within the European Union. The republic also includes the Atlantic archipelagos of the Azores and Madeira, both autonomous regions with their own regional governments.']"
1,640,the coquette or the history of eliza wharton summary,"The Coquette The story is about Eliza Wharton, the daughter",quette summary The summary of Eliza Wharton is a summary,0.39999999999999997,"['According to author Michael Carrithers, while there are good reasons to doubt the traditional account, ""the outline of the life must be true: birth, maturity, renunciation, search, awakening and liberation, teaching, death."" In writing her biography of the Buddha, Karen Armstrong noted, ""It is obviously difficult, therefore, to write a biography of the Buddha that meets modern criteria, because we have very little information that can be considered historically sound... [but] we can be reasonably confident Siddhatta Gotama did indeed exist and that his disciples preserved the memory of his life and teachings as well as they could.""[dubious – discuss]']"
1,641,who sang there is a ghost in my house,"There's a Ghost in My House ""There's a Ghost in"," Ghost in My House (song) ""Ghost In My House""",0.631578947368421,"[""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.""]"
1,642,when was the 1000 bill taken out of circulation,Large denominations of United States currency Large denominations of United, 1000 note The ten-dollar note (British: Â Â,0.0,"['Testimony given to the Financial Crisis Inquiry Commission by Richard M. Bowen III on events during his tenure as the Business Chief Underwriter for Correspondent Lending in the Consumer Lending Group for Citigroup (where he was responsible for over 220 professional underwriters) suggests that by the final years of the U.S. housing bubble (2006–2007), the collapse of mortgage underwriting standards was endemic. His testimony stated that by 2006, 60% of mortgages purchased by Citi from some 1,600 mortgage companies were ""defective"" (were not underwritten to policy, or did not contain all policy-required documents) – this, despite the fact that each of these 1,600 originators was contractually responsible (certified via representations and warrantees) that its mortgage originations met Citi\'s standards. Moreover, during 2007, ""defective mortgages (from mortgage originators contractually bound to perform underwriting to Citi\'s standards) increased... to over 80% of production"".']"
1,643,who played quincy's wife in the last ship,List of The Last Ship characters Quincy Tophet's wife and, Quinn Quinn is a fictional character from the,0.0,"[""Critics also note the entertaining methods used to drive the plot. When Atticus is out of town, Jem locks a Sunday school classmate in the church basement with the furnace during a game of Shadrach. This prompts their black housekeeper Calpurnia to escort Scout and Jem to her church, which allows the children a glimpse into her personal life, as well as Tom Robinson's. Scout falls asleep during the Halloween pageant and makes a tardy entrance onstage, causing the audience to laugh uproariously. She is so distracted and embarrassed that she prefers to go home in her ham costume, which saves her life.""]"
1,644,actress who played scout to kill a mockingbird,"Mary Badham Mary Badham (born October 7, 1952) is an", Kelly Kelly is an American actress best known for her,0.1111111111111111,"['Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny\'s Child. Managed by her father, Mathew Knowles, the group became one of the world\'s best-selling girl groups of all time. Their hiatus saw the release of Beyoncé\'s debut album, Dangerously in Love (2003), which established her as a solo artist worldwide, earned five Grammy Awards and featured the Billboard Hot 100 number-one singles ""Crazy in Love"" and ""Baby Boy"".']"
1,645,who is credited with promoting the use of factor analysis and why,Factor analysis Charles Spearman pioneered the use of factor analysis, factor analysis Factor analysis is a widely used method,0.47058823529411764,"[""Anthropologists believe the most significant benefit would have been the use of dogs' robust sense of smell to assist with the hunt. The relationship between the presence of a dog and success in the hunt is often mentioned as a primary reason for the domestication of the wolf, and a 2004 study of hunter groups with and without a dog gives quantitative support to the hypothesis that the benefits of cooperative hunting was an important factor in wolf domestication.""]"
1,646,why do leaflets of mimosa fold when touched,"Mimosa pudica Mimosa pudica[3] (from Latin: pudica ""shy, bashful or"," leaflets of mimosa The leaf leaf, also known as a",0.10526315789473685,"['Deciduous trees and plants have been promoted as a means of controlling solar heating and cooling. When planted on the southern side of a building in the northern hemisphere or the northern side in the southern hemisphere, their leaves provide shade during the summer, while the bare limbs allow light to pass during the winter. Since bare, leafless trees shade 1/3 to 1/2 of incident solar radiation, there is a balance between the benefits of summer shading and the corresponding loss of winter heating. In climates with significant heating loads, deciduous trees should not be planted on the Equator facing side of a building because they will interfere with winter solar availability. They can, however, be used on the east and west sides to provide a degree of summer shading without appreciably affecting winter solar gain.']"
1,647,where do they use stones to measure weight,Stone (unit) England and other Germanic-speaking countries of northern Europe,ometre The measurement of weight is usually done by the,0.10526315789473685,"['Thermal mass is any material that can be used to store heat—heat from the Sun in the case of solar energy. Common thermal mass materials include stone, cement and water. Historically they have been used in arid climates or warm temperate regions to keep buildings cool by absorbing solar energy during the day and radiating stored heat to the cooler atmosphere at night. However, they can be used in cold temperate areas to maintain warmth as well. The size and placement of thermal mass depend on several factors such as climate, daylighting and shading conditions. When properly incorporated, thermal mass maintains space temperatures in a comfortable range and reduces the need for auxiliary heating and cooling equipment.']"
1,648,what type of building was the hagia sophia,Hagia Sophia Hagia Sophia (/ˈhɑːɡiə soʊˈfiːə/; from the Greek: Αγία,agia Sophia Hagia Sophia (/ˈɡɑː,0.4285714285714285,"['New York has architecturally noteworthy buildings in a wide range of styles and from distinct time periods, from the saltbox style Pieter Claesen Wyckoff House in Brooklyn, the oldest section of which dates to 1656, to the modern One World Trade Center, the skyscraper at Ground Zero in Lower Manhattan and currently the most expensive new office tower in the world.']"
1,649,line demarcation the boundary between north korea and south korea,"Military Demarcation Line The Military Demarcation Line (MDL), sometimes referred", demarcation (geography) The boundary between Korea and South Korea,0.11764705882352941,"['The Republic of the Congo (French: République du Congo), also known as Congo, Congo Republic, West Congo[citation needed], or Congo-Brazzaville, is a country located in Central Africa. It is bordered by five countries: Gabon to the west; Cameroon to the northwest; the Central African Republic to the northeast; the Democratic Republic of the Congo to the east and south; and the Angolan exclave of Cabinda to the southwest.']"
1,650,when will the california high speed rail be completed,California High-Speed Rail This system will be built in two, California High Speed Rail The California HighSpeed Rail project,0.4210526315789474,"['Multibillion US$ heavy-rail transit projects under construction in New York City include the Second Avenue Subway, the East Side Access project, and the 7 Subway Extension.']"
1,651,what is lady macbeth's role in killing the king,Lady Macbeth Lady Macbeth is a leading character in William, Lady Macbeth (The Killing of the King) In The,0.4,"[""Bond travels to Austria to find White, who is dying of thallium poisoning. He admits to growing disenchanted with Quantum and tells Bond to find and protect his daughter, Dr. Madeline Swann, who will take him to L'Américain; this will in turn lead him to Spectre. White then commits suicide. Bond locates Swann at the Hoffler Klinik, but she is abducted by Hinx. Bond rescues her and the two meet Q, who discovers that Sciarra's ring links Oberhauser to Bond's previous missions, identifying Le Chiffre, Dominic Greene and Raoul Silva as Spectre agents. Swann reveals that L'Américain is a hotel in Tangier.""]"
1,652,what was owl city's first song ever,"Owl City After two independent releases, Owl City gained mainstream"," Owl City ""O Owl City"" is a song recorded by",0.4210526315789474,"['The ""Notre Dame Victory March"" is the fight song for the University of Notre Dame. It was written by two brothers who were Notre Dame graduates. The Rev. Michael J. Shea, a 1904 graduate, wrote the music, and his brother, John F. Shea, who earned degrees in 1906 and 1908, wrote the original lyrics. The lyrics were revised in the 1920s; it first appeared under the copyright of the University of Notre Dame in 1928. The chorus is, ""Cheer cheer for old Notre Dame, wake up the echos cheering her name. Send a volley cheer on high, shake down the thunder from the sky! What though the odds be great or small, old Notre Dame will win over all. While her loyal sons are marching, onward to victory!""']"
1,653,how many times has france won the world cup soccer,"France at the FIFA World Cup In 2006, France finished",FIFA World Cup The FIFA World Cup has been hosted,0.3333333333333333,"['New York City is home to the headquarters of the National Football League, Major League Baseball, the National Basketball Association, the National Hockey League, and Major League Soccer. The New York metropolitan area hosts the most sports teams in these five professional leagues. Participation in professional sports in the city predates all professional leagues, and the city has been continuously hosting professional sports since the birth of the Brooklyn Dodgers in 1882. The city has played host to over forty major professional teams in the five sports and their respective competing leagues, both current and historic. Four of the ten most expensive stadiums ever built worldwide (MetLife Stadium, the new Yankee Stadium, Madison Square Garden, and Citi Field) are located in the New York metropolitan area. Madison Square Garden, its predecessor, as well as the original Yankee Stadium and Ebbets Field, are some of the most famous sporting venues in the world, the latter two having been commemorated on U.S. postage stamps.']"
1,654,why are the brix readings of fermented solutions usually higher than unfermented beverages,Brix Alcohol has a higher refractive index (1.361) than water,Fermentation Human consumption of unfermented beverages can be measured,0.0,['Solar water disinfection (SODIS) involves exposing water-filled plastic polyethylene terephthalate (PET) bottles to sunlight for several hours. Exposure times vary depending on weather and climate from a minimum of six hours to two days during fully overcast conditions. It is recommended by the World Health Organization as a viable method for household water treatment and safe storage. Over two million people in developing countries use this method for their daily drinking water.']
1,655,what is the average age of the united states population,Demography of the United States There were about 125.9 million,Population of the United States The population of the,0.37499999999999994,"['The typical lifespan of dogs varies widely among breeds, but for most the median longevity, the age at which half the dogs in a population have died and half are still alive, ranges from 10 to 13 years. Individual dogs may live well beyond the median of their breed.']"
1,656,can you buy beer on sunday in pa,Alcohol laws of Pennsylvania Pennsylvania is an alcoholic beverage control,"cohol laws of Pennsylvania Beer, wine, and whiskey is sold",0.4210526315789474,"['Sunni Islam of the Hanafi school has been officially recognized by the government since 2009. Tajikistan considers itself a secular state with a Constitution providing for freedom of religion. The Government has declared two Islamic holidays, Id Al-Fitr and Idi Qurbon, as state holidays. According to a U.S. State Department release and Pew research group, the population of Tajikistan is 98% Muslim. Approximately 87%–95% of them are Sunni and roughly 3% are Shia and roughly 7% are non-denominational Muslims. The remaining 2% of the population are followers of Russian Orthodoxy, Protestantism, Zoroastrianism and Buddhism. A great majority of Muslims fast during Ramadan, although only about one third in the countryside and 10% in the cities observe daily prayer and dietary restrictions.']"
1,657,what does the prime minister of the uk do,Prime Minister of the United Kingdom The Prime Minister is,Prime Minister of the United Kingdom The Prime Minister of,0.875,"[""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers.""]"
1,658,what kind of drug is vyvanse classified as,Lisdexamfetamine Lisdexamfetamine (contracted from L-lysine-dextroamphetamine) is a prodrug of the,quinolone antibiotic Antiviral antibiotic therapy is a surgical injectable,0.11111111111111112,"['Antibiotics are screened for any negative effects on humans or other mammals before approval for clinical use, and are usually considered safe and most are well tolerated. However, some antibiotics have been associated with a range of adverse side effects. Side-effects range from mild to very serious depending on the antibiotics used, the microbial organisms targeted, and the individual patient. Side effects may reflect the pharmacological or toxicological properties of the antibiotic or may involve hypersensitivity reactions or anaphylaxis. Safety profiles of newer drugs are often not as well established as for those that have a long history of use. Adverse effects range from fever and nausea to major allergic reactions, including photodermatitis and anaphylaxis. Common side-effects include diarrhea, resulting from disruption of the species composition in the intestinal flora, resulting, for example, in overgrowth of pathogenic bacteria, such as Clostridium difficile. Antibacterials can also affect the vaginal flora, and may lead to overgrowth of yeast species of the genus Candida in the vulvo-vaginal area. Additional side-effects can result from interaction with other drugs, such as elevated risk of tendon damage from administration of a quinolone antibiotic with a systemic corticosteroid. Some scientists have hypothesized that the indiscriminate use of antibiotics alter the host microbiota and this has been associated with chronic disease.']"
1,659,how far is raleigh north carolina to charlotte north carolina,"Raleigh, North Carolina Raleigh is located in the northeast central","Charlotte, North CarolinaCharlotte is located in Dare County, North",0.4444444444444444,"['East of the divide, several roughly parallel ranges cover the southern part of the state, including the Gravelly Range, the Madison Range, Gallatin Range, Absaroka Mountains and the Beartooth Mountains. The Beartooth Plateau is the largest continuous land mass over 10,000 feet (3,000 m) high in the continental United States. It contains the highest point in the state, Granite Peak, 12,799 feet (3,901 m) high. North of these ranges are the Big Belt Mountains, Bridger Mountains, Tobacco Roots, and several island ranges, including the Crazy Mountains and Little Belt Mountains.']"
1,660,who won the super bowl steelers or cardinals,Super Bowl XLIII Super Bowl XLIII was an American football,Steelers–Cardinals Super Bowl XLI was an American football,0.5882352941176471,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""']"
1,661,where is the gran chaco located in south america,Gran Chaco The Gran Chaco or Dry Chaco is a, Tibet Tibet (/ˈɡɛːlə�,0.0,"['Tajikistan (i/tɑːˈdʒiːkᵻstɑːn/, /təˈdʒiːkᵻstæn/, or /tæˈdʒiːkiːstæn/; Persian: تاجيكستان\u200e\u200e Тоҷикистон [tɔd͡ʒikɪsˈtɔn]), officially the Republic of Tajikistan (Persian: جمهورى تاجيكستان\u200e\u200e Tajik: Ҷумҳурии Тоҷикистон, Çumhuriji Toçikiston/Jumhuriyi Tojikiston; Russian: Респу́блика Таджикистан, Respublika Tadzhikistan), is a mountainous, landlocked country in Central Asia with an estimated 8 million people in 2013, and an area of 143,100 km2 (55,300 sq mi). It is bordered by Afghanistan to the south, Uzbekistan to the west, Kyrgyzstan to the north, and China to the east. Pakistan lies to the south, separated by the narrow Wakhan Corridor. Traditional homelands of Tajik people included present-day Tajikistan, Afghanistan and Uzbekistan.']"
1,662,who plays stella on how i met your mother,"Sarah Chalke Sarah Chalke (/tʃɔːk/; born August 27, 1976) is","ella (How I Met Your Mother) ""ella"" is a song",0.09999999999999999,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
1,663,kelly clarkson when she was on american idol,"Kelly Clarkson Kelly Brianne Clarkson (born April 24, 1982) is",American Idol (season 13) The thirteenth season of American Idol,0.0,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""']"
1,664,i've got a brand new pair of roller skates original artist,"Brand New Key ""Brand New Key"" is a pop song",I've Got aBrand New Key The song was released,0.3333333333333333,"[""Beyoncé's work has influenced numerous artists including Adele, Ariana Grande, Lady Gaga, Bridgit Mendler, Rihanna, Kelly Rowland, Sam Smith, Meghan Trainor, Nicole Scherzinger, Rita Ora, Zendaya, Cheryl Cole, JoJo, Alexis Jordan, Jessica Sanchez, and Azealia Banks. American indie rock band White Rabbits also cited her an inspiration for their third album Milk Famous (2012), friend Gwyneth Paltrow studied Beyoncé at her live concerts while learning to become a musical performer for the 2010 film Country Strong. Nicki Minaj has stated that seeing Beyoncé's Pepsi commercial influenced her decision to appear in the company's 2012 global campaign.""]"
1,665,where did the san diego chargers play their home games,Los Angeles Chargers The Los Angeles Chargers are a professional,Los Angeles Chargers The Los Angeles Chargers are a professional,1.0,"['New York City is home to the headquarters of the National Football League, Major League Baseball, the National Basketball Association, the National Hockey League, and Major League Soccer. The New York metropolitan area hosts the most sports teams in these five professional leagues. Participation in professional sports in the city predates all professional leagues, and the city has been continuously hosting professional sports since the birth of the Brooklyn Dodgers in 1882. The city has played host to over forty major professional teams in the five sports and their respective competing leagues, both current and historic. Four of the ten most expensive stadiums ever built worldwide (MetLife Stadium, the new Yankee Stadium, Madison Square Garden, and Citi Field) are located in the New York metropolitan area. Madison Square Garden, its predecessor, as well as the original Yankee Stadium and Ebbets Field, are some of the most famous sporting venues in the world, the latter two having been commemorated on U.S. postage stamps.']"
1,666,when is the last time it snowed in miami florida,Cold wave of January 1977 The Cold wave of January, Cold wave A cold wave hits Florida on January,0.5882352941176471,"['The city receives 49.9 inches (1,270 mm) of precipitation annually, which is fairly spread throughout the year. Average winter snowfall between 1981 and 2010 has been 25.8 inches (66 cm), but this varies considerably from year to year. Hurricanes and tropical storms are rare in the New York area, but are not unheard of and always have the potential to strike the area. Hurricane Sandy brought a destructive storm surge to New York City on the evening of October 29, 2012, flooding numerous streets, tunnels, and subway lines in Lower Manhattan and other areas of the city and cutting off electricity in many parts of the city and its suburbs. The storm and its profound impacts have prompted the discussion of constructing seawalls and other coastal barriers around the shorelines of the city and the metropolitan area to minimize the risk of destructive consequences from another such event in the future.']"
1,667,how long does it take for castration bands to work,"Elastration Elastration involves restraining the animal, without the need for"," castration Bracket casting bands can take hours, days, or",0.0,['Solar water disinfection (SODIS) involves exposing water-filled plastic polyethylene terephthalate (PET) bottles to sunlight for several hours. Exposure times vary depending on weather and climate from a minimum of six hours to two days during fully overcast conditions. It is recommended by the World Health Organization as a viable method for household water treatment and safe storage. Over two million people in developing countries use this method for their daily drinking water.']
1,668,where did the top of mt st helens land,"1980 eruption of Mount St. Helens Suddenly, at 8:32 a.m.,",M Mount St. Helens The Mount Helens National Scenic Land,0.39999999999999997,"['East of the divide, several roughly parallel ranges cover the southern part of the state, including the Gravelly Range, the Madison Range, Gallatin Range, Absaroka Mountains and the Beartooth Mountains. The Beartooth Plateau is the largest continuous land mass over 10,000 feet (3,000 m) high in the continental United States. It contains the highest point in the state, Granite Peak, 12,799 feet (3,901 m) high. North of these ranges are the Big Belt Mountains, Bridger Mountains, Tobacco Roots, and several island ranges, including the Crazy Mountains and Little Belt Mountains.']"
1,669,who plays deena on the young and the restless,"Marla Adams Marla Adams (born August 28, 1938; Ocean City,"," Kelly Kelly (born February 28, 1966) is an",0.23529411764705882,"['Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny\'s Child. Managed by her father, Mathew Knowles, the group became one of the world\'s best-selling girl groups of all time. Their hiatus saw the release of Beyoncé\'s debut album, Dangerously in Love (2003), which established her as a solo artist worldwide, earned five Grammy Awards and featured the Billboard Hot 100 number-one singles ""Crazy in Love"" and ""Baby Boy"".']"
1,670,when did vance's wife die on ncis,Shabbat Shalom (NCIS) Tony and McGee hurry to the site," Lance (NCIS) In the season premiere, Lance reveals",0.125,"['On November 10, 2007, at approximately 7:35 pm, paramedics responding to an emergency call transported West\'s mother, Donda West, to the nearby Centinela Freeman Hospital in Marina del Rey, California. She was unresponsive in the emergency room, and after resuscitation attempts, doctors pronounced her dead at approximately 8:30 pm, at age 58. The Los Angeles County coroner\'s office said in January 2008 that West had died of heart disease while suffering ""multiple post-operative factors"" after plastic surgery. She had undergone liposuction and breast reduction. Beverly Hills plastic surgeon Andre Aboolian had refused to do the surgery because West had a health condition that placed her at risk for a heart attack. Aboolian referred her to an internist to investigate her cardiac issue. She never met with the doctor recommended by Aboolian and had the procedures performed by a third doctor, Jan Adams.']"
1,671,when is the new season of letterkenny coming out,"Letterkenny (TV series) On March 10, 2016, Letterkenny was renewed",enny (TV series) The show was ordered by CBS on April,0.4000000000000001,"['The thirteenth season premiered on January 15, 2014, with Ryan Seacrest returning as host. Randy Jackson and Keith Urban returned, though Jackson moved from the judging panel to the role of in-mentor. Mariah Carey and Nicki Minaj left the panel after one season. Former judge Jennifer Lopez and former mentor Harry Connick, Jr. joined Urban on the panel. Also, Nigel Lythgoe and Ken Warwick were replaced as executive producers by Per Blankens, Jesse Ignjatovic and Evan Pragger. Bill DeRonde replaced Warwick as a director of the audition episodes, while Louis J. Horvitz replaced Gregg Gelfand as a director of the show.']"
1,672,when did red solo cups start being made,"Solo Cup Company In the 1970s, Hulseman's son, Robert Leo",Red Solo Cup Red Solo Cup is a 2017 American,0.2105263157894737,"['Ford Motor Company and Coca-Cola were two of the first sponsors of American Idol in its first season. The sponsorship deal cost around $10 million in season one, rising to $35 million by season 7, and between $50 to $60 million in season 10. The third major sponsor AT&T Wireless joined in the second season but ended after season 12, and Coca-Cola officially ended its sponsorship after season 13 amidst the declining ratings of Idol in the mid-2010s. iTunes sponsored the show since season seven.']"
1,673,is it legal to carry a gun in nyc,Gun laws in New York New York state law does,Gun laws in New York New York enacted gun laws,0.7,"['Portugal has arguably the most liberal laws concerning possession of illicit drugs in the Western world. In 2001, Portugal decriminalized possession of effectively all drugs that are still illegal in other developed nations including, but not limited to, cannabis, cocaine, heroin, and LSD. While possession is legal, trafficking and possession of more than ""10 days worth of personal use"" are still punishable by jail time and fines. People caught with small amounts of any drug are given the choice to go to a rehab facility, and may refuse treatment without consequences. Despite criticism from other European nations, who stated Portugal\'s drug consumption would tremendously increase, overall drug use has declined along with the number of HIV infection cases, which had dropped 50 percent by 2009. Drug use among 16- to 18-year-olds also declined, however the use of marijuana rose only slightly among that age group.']"
1,674,who came up with daylight savings time wikipedia,Daylight saving time George Hudson proposed the idea of daylight,Daylight saving time The earliest use of daylight saving time,0.5555555555555556,"['The term was created in 1920 by Hans Winkler, professor of botany at the University of Hamburg, Germany. The Oxford Dictionary suggests the name to be a blend of the words gene and chromosome. However, see omics for a more thorough discussion. A few related -ome words already existed—such as biome, rhizome, forming a vocabulary into which genome fits systematically.']"
1,675,normochromic pertains to what aspect of a blood cell,Normochromic anemia Normochromic is a form of anemia in which,ochromic blood cell The normochromics blood cell is a,0.125,"['Genome composition is used to describe the make up of contents of a haploid genome, which should include genome size, proportions of non-repetitive DNA and repetitive DNA in details. By comparing the genome compositions between genomes, scientists can better understand the evolutionary history of a given genome.']"
1,676,how often do lego minifigures series come out,Lego Minifigures (theme) On average a new series has been, Lego Minifigures The minifigure is a 2018 action,0.26666666666666666,"['Some independent stereo manufacturers including JVC, Pioneer, Kenwood, Alpine, Sony, and Harman Kardon also have iPod-specific integration solutions. Alternative connection methods include adapter kits (that use the cassette deck or the CD changer port), audio input jacks, and FM transmitters such as the iTrip—although personal FM transmitters are illegal in some countries. Many car manufacturers have added audio input jacks as standard.']"
1,677,who is the speaker of the house representative now,Speaker of the United States House of Representatives The current,Speaker of the United States House of Representatives The,0.9333333333333333,"[""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers.""]"
1,678,what was van halen's original band name,Van Halen The Van Halen brothers formed their very first," Van Halen In the mid-1980s, van Halen released",0.47058823529411764,"[""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.""]"
1,679,where the little house on the prairie was filmed,Little House on the Prairie (TV series) Interior shots were, Little House on the Prairie Filming began on April,0.47058823529411764,"[""Mendes revealed that production would begin on 8 December 2014 at Pinewood Studios, with filming taking seven months. Mendes also confirmed several filming locations, including London, Mexico City and Rome. Van Hoytema shot the film on Kodak 35 mm film stock. Early filming took place at Pinewood Studios, and around London, with scenes variously featuring Craig and Harris at Bond's flat, and Craig and Kinnear travelling down the River Thames.""]"
